Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
5140	-960.3157	-935.7072	-24.60844	0.505444	1.21358	0.725545	3.0409	0.840832	0.884439	5.183	5.56421	4.29013	7.35474	1	2.40101	1.43546	2.26159	0.625347	0.657778	0.505444	1.21358	0.725545	0	0	0	0	-0.123522	-0.577184	0.795411	0	0	0	0	-0.433355	1.227743	1.412479	0.5054443	1.312583	1	1	1	0	0	0	0	1	1	0	0	0	1	1	1	1	0.0041812	0	0	0	0.514404	0.361486	0.0896929	-0.0809805	1.31258	1.22774	2.540326	2.26159	0.625347	0.657778
5150	-959.598	-937.5807	-22.01729	0.455566	0.611904	0.639856	3.35824	0.619523	0.67336	4.80742	4.85819	3.21095	6.22199	1.03917	1.39579	1.45955	3.00128	0.553671	0.601786	0.455566	0.611904	0.639856	0	0	0	0	0	0.0107782	0	-0.758815	-0.113987	0	0.316096	-0.640202	0.7529423	1.202025	0.4383934	1.118937	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	-0.851359	0	0	0	0	0.375005	0	0	1.11894	0.752942	1.871879	3.00128	0.553671	0.601786
5160	-957.1695	-934.6823	-22.48718	0.531463	1.23696	0.531463	3.43437	0.993096	0.775581	6.61099	6.39348	3.9522	8.47834	1	2.32746	1	3.23261	0.934754	0.730018	0.531463	1.23696	0.531463	0	0	0	0	0	0	0	0	0	0	0.319653	-0.680269	1.543984	1.640507	0.5314627	1.382999	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	1	0	0	-0.349922	0	0.844778	0	0.342119	0.224507	1.383	1.54398	2.926983	3.23261	0.934754	0.730018
5170	-963.7009	-937.8888	-25.81209	0.62257	1.44432	1.10795	3.88763	0.827876	1.08789	5.53084	5.94588	2.89087	7.17686	0.796069	1.84683	1.41671	3.04759	0.648987	0.852819	0.62257	1.44432	1.10795	0	0	0	0	-0.671489	0	-0.515507	0	0.676575	0	-0.0864307	-0.576278	0.6476799	0.9660056	0.782055	1.518491	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0.680619	1.01923	0	0	0	0.36687	-0.0527529	0.287776	1.51849	0.64768	2.166171	3.04759	0.648987	0.852819
5180	-954.814	-935.4635	-19.35047	0.562279	0.813129	0.66172	3.16709	1.03568	1.16904	5.62897	5.9745	3.46057	7.51301	0.837574	1.21124	0.985702	2.02343	0.661688	0.746894	0.562279	0.813129	0.66172	0	0	0	0	-0.534979	0	0.201708	0	0.525804	0	0	-0.374264	1.010116	0.9660056	0.6713181	1.565208	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56521	1.01012	2.575323	2.02343	0.661688	0.746894
5190	-957.71	-935.1637	-22.5463	0.66395	0.66395	0.66395	3.59331	0.786697	0.95865	4.66167	5.02392	4.6103	6.17671	1	1	1	2.57735	0.56427	0.687605	0.66395	0.66395	0.66395	0	0	0	0	-0.353077	-1.23394	-0.77043	0	0	0	-0.104709	-0.484013	0.4371702	1.085779	0.6639496	1.394186	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	0	-0.368838	0.512325	0	0	0	0	0	0	1.39419	0.43717	1.831356	2.57735	0.56427	0.687605
5200	-963.7273	-935.1915	-28.53587	0.447256	0.825946	0.634457	3.67426	0.742927	0.9736	7.08768	6.4102	4.69017	8.96599	0.582892	1.07642	0.826863	2.55796	0.517213	0.677804	0.447256	0.825946	0.634457	0	0	0	0	1.6033	0	0	-0.396161	-0.0652775	0.298309	0	-0.498746	1.687989	1.617836	0.7673054	1.385157	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	0.558713	0.284991	-0.256258	0	0.192794	-0.42451	-0.108985	0	1.38516	1.68799	3.073146	2.55796	0.517213	0.677804
5210	-962.5932	-935.5757	-27.01746	0.544587	0.572017	0.517833	3.44295	0.908489	1.18859	5.74211	5.85479	3.02393	7.27431	0.554324	0.582244	0.527091	2.1257	0.560908	0.733845	0.544587	0.572017	0.517833	0	0	0	0	0	0.372708	-0.727631	-0.351392	-0.00564622	0.31432	-0.0167112	-0.397456	0.8186125	1.214878	0.982435	1.549153	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0.0540891	0	-0.808325	0	-0.885627	-0.133557	0	1.54915	0.818613	2.367765	2.1257	0.560908	0.733845
5220	-964.3502	-938.5443	-25.80589	1.06474	0.325059	0.485524	3.91763	1.12146	1.28426	6.20471	6.26453	10.2104	8.82867	0.952537	0.290804	0.434359	2.20058	0.629936	0.721385	1.06474	0.325059	0.485524	0	0	0	0	0.356833	0	-0.27394	0	0.144253	0	0	-0.418831	1.311851	0.8547407	1.117794	1.780277	1	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	-1.81662	0	0.040977	0	-0.457751	-0.829933	0	0	1.78028	1.31185	3.092128	2.20058	0.629936	0.721385
5230	-961.2481	-936.2248	-25.02333	0.428225	0.359035	0.428225	3.1537	0.852723	0.955769	5.58012	6.23366	4.55445	8.06425	1	0.838427	1	1.94213	0.525128	0.588586	0.428225	0.359035	0.428225	0	0	0	0	-0.32507	-0.626722	-0.13662	0	0	0	0	-0.352487	1.46638	0.963026	0.4282249	1.36981	1	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0.407577	0.268342	-0.157433	0.178446	-0.176227	0	0	-0.255181	1.36981	1.46638	2.83619	1.94213	0.525128	0.588586
5240	-959.9313	-935.5383	-24.39308	0.638025	0.638025	0.638025	3.52527	1.05322	0.909043	4.94373	4.90867	5.33022	6.43919	1	1	1	2.73002	0.815628	0.703977	0.638025	0.638025	0.638025	0	0	0	0	0.297466	-0.983566	-0.904935	-0.274693	0	0	-0.388344	-0.463799	0.5045498	0.8927323	0.6380245	1.500024	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	-0.333617	0.603637	0	0	0	0	0.449502	0	1.50002	0.50455	2.004574	2.73002	0.815628	0.703977
5250	-958.1832	-934.1319	-24.05131	0.898487	0.928619	0.898487	3.89992	1.26467	1.54159	5.28515	5.59778	4.47129	7.02952	1	1.03354	1	1.9833	0.643147	0.783974	0.898487	0.928619	0.898487	0	0	0	0	0.767958	-1.3323	0	-0.443217	0	0	-0.240509	-0.320574	0.180247	0.8613396	0.8984873	1.966378	1	1	0	1	0	0	1	1	1	0	1	0	1	0	0	0	-0.799035	0	0.2112	0	0.0329865	0	0	0	1.96638	0.180247	2.146625	1.9833	0.643147	0.783974
5260	-960.1366	-935.0029	-25.13374	0.615752	1.77549	0.915823	3.8231	1.11845	1.32335	6.1334	6.45729	4.78978	8.52092	0.873784	2.51951	1.2996	2.66123	0.778545	0.921172	0.615752	1.77549	0.915823	0	0	0	0	-0.367088	0	0	-0.591279	0	0.0716473	0	-0.519763	1.072613	1.042197	0.7046961	1.781979	1	0	0	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0.765339	0	0.665177	0.63882	0.20619	0	0.323176	1.78198	1.07261	2.854592	2.66123	0.778545	0.921172
5270	-961.4236	-935.8757	-25.54794	1.20673	0.996506	0.702322	4.56337	0.968095	1.10273	5.93902	6.20316	3.85156	7.61018	1.57949	1.30433	0.919269	2.13326	0.452561	0.5155	1.20673	0.996506	0.702322	0	0	0	0	0.415947	-1.11501	-0.658556	0	-0.629425	-0.130062	0	-0.402334	0.4808408	1.708715	0.7640009	1.695214	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	-0.349636	0	0.638611	0	0	-0.348898	1.69521	0.480841	2.176055	2.13326	0.452561	0.5155
5280	-961.4698	-937.5706	-23.89919	0.30055	1.11281	0.376308	3.15112	1.43776	1.7104	5.84256	6.11521	9.23193	9.00508	0.782961	2.89898	0.980317	1.41266	0.644551	0.766779	0.30055	1.11281	0.376308	0	0	0	0	0	0	0	0	0.725829	0	0.733722	-0.314796	1.365281	1.353192	0.3838634	1.978867	0	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	-1.57954	0	0	0	0.799806	0	-0.359288	0	1.97887	1.36528	3.344148	1.41266	0.644551	0.766779
5290	-971.4379	-945.3221	-26.11583	0.156065	1.70593	0.26948	2.29097	1.85547	1.89835	6.88528	7.22016	4.78129	8.99802	0.645004	7.05047	1.11374	1.14218	0.925063	0.946442	0.156065	1.70593	0.26948	0	0	0	0	-0.390779	0	0	0	1.86267	-0.100575	0	-0.0705946	1.384246	1.139117	0.2419604	2.005781	1	0	0	0	1	1	0	1	0	1	0	1	1	1	0	0	0	-0.887518	0	-0.0808737	1.148	0.23716	0	0	2.00578	1.38425	3.390027	1.14218	0.925063	0.946442
5300	-954.9617	-933.4588	-21.50286	0.287352	1.25453	1.06934	3.12657	1.24031	2.06196	5.40637	6.07539	3.95153	7.68189	0.39483	1.72376	1.46931	1	0.396699	0.659496	0.287352	1.25453	1.06934	0	0	0	0	0.0844956	0.397748	0	-0.142879	0	0.493484	0	0	0.5916935	1.149256	0.7277869	1.999672	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	-0.508298	-0.41628	1.99967	0.591694	2.591365	1	0.396699	0.659496
5310	-957.3342	-935.015	-22.31914	0.223474	0.661542	0.556536	2.99865	0.865596	1.97759	4.9931	6.36196	3.79464	7.54433	0.524528	1.55274	1.30627	1	0.288662	0.659496	0.223474	0.661542	0.556536	0	0	0	0	-0.790844	0	-0.187355	0	0	0.342648	0	0	0.8037784	1.022377	0.4260481	1.725014	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	-0.0170705	0	0	0	0.0619451	0	-0.826218	-0.41628	1.72501	0.803778	2.528792	1	0.288662	0.659496
5320	-964.0674	-937.3308	-26.73655	0.584153	1.02445	0.875328	3.48989	1.0074	2.30157	4.67125	5.9997	6.00797	7.2504	0.873432	1.53177	1.3088	1	0.288662	0.659496	0.584153	1.02445	0.875328	0	0	0	0	0	-0.52264	0	-0.549992	0.401445	0	0	0	0.2576935	0.8082832	0.6688015	2.007609	0	1	0	1	1	0	0	0	1	1	1	0	0	1	1	1	-2.21306	-0.116106	0.827292	0	0	0.280107	-0.826218	-0.41628	2.00761	0.257693	2.265302	1	0.288662	0.659496
5330	-960.3053	-936.5827	-23.72257	0.0468942	1.03203	0.985714	2.68461	1.44372	1.618	5.54873	5.723	4.48211	7.87692	0.0779914	1.7164	1.63938	1.103	0.593168	0.66477	0.0468942	1.03203	0.985714	0	0	0	0	0	0	0	0	0.768568	1.21715	-0.290816	0	1.004366	1.08889	0.6012739	1.844086	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0.618448	-0.649195	-0.433708	0	-0.41628	1.84409	1.00437	2.848452	1.103	0.593168	0.66477
5340	-961.4991	-936.7034	-24.79567	0.0592668	0.957496	0.645737	3.28768	1.48151	2.17889	6.63482	6.73954	4.30967	8.61637	0.101056	1.63263	1.10105	0.994664	0.448221	0.659209	0.0592668	0.957496	0.645737	0	0	0	0	0	1.11064	0	0	0	1.21715	0.0158708	0	0.7892077	0.7996214	0.5864729	2.197572	0	1	0	0	0	1	1	0	1	0	0	1	0	1	1	1	-0.31479	0	0	0.305467	0	-0.852808	-0.391974	-0.41628	2.19757	0.789208	2.98678	0.994664	0.448221	0.659209
5350	-960.3416	-936.403	-23.9386	0.0994821	1.3446	1.00182	2.72428	1.61737	2.03826	5.4174	5.73645	4.83413	7.98669	0.110101	1.48812	1.10875	0.871684	0.517506	0.652178	0.0994821	1.3446	1.00182	0	0	0	0	0.383664	0	0	0	-0.254278	1.21715	0.407388	0	0.7577254	1.219435	0.9035569	2.078611	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	-0.852808	-0.39094	-0.41628	2.07861	0.757725	2.836336	0.871684	0.517506	0.652178
5360	-963.7243	-938.4261	-25.29819	0.0831721	0.914456	0.764608	2.59418	1.48609	2.02858	5.56985	6.3824	6.22153	8.94278	0.121583	1.33677	1.11772	1.30694	0.748685	1.02199	0.0831721	0.914456	0.764608	0	0	0	0	0	-0.484121	0	-0.0244266	-0.548555	1.21715	-0.7941	0	1.342884	1.051836	0.6840793	1.984933	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	-0.236356	0.392564	0	-0.852808	0	0	1.98493	1.34288	3.327817	1.30694	0.748685	1.02199
5370	-967.8457	-944.6427	-23.20302	0.0648371	1.04749	0.706427	3.05017	2.53292	2.38515	6.39444	6.28518	5.69563	9.18642	0.101056	1.63263	1.10105	1.30694	1.0853	1.02199	0.0648371	1.04749	0.706427	0	0	0	0	-0.178861	0	0	0	0	1.21715	-0.7941	0	0.5743044	0.9747184	0.6415936	2.641314	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	-0.72457	0	-0.852808	0.371296	0	2.64131	0.574304	3.215619	1.30694	1.0853	1.02199
5380	-965.8534	-939.3537	-26.49966	0.0412934	1.98856	0.728643	3.20441	2.16993	2.16993	7.25954	8.03861	8.88329	11.6601	0.0597937	2.87948	1.05509	1	0.67717	0.67717	0.0412934	1.98856	0.728643	0	0	0	0	-0.462471	-0.656685	0	0	1.55677	1.21715	0	0	1.958156	1.126162	0.6905975	2.471041	1	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0.179409	0	0	0	-0.852808	0	-0.389833	2.47104	1.95816	4.429198	1	0.67717	0.67717
5390	-965.4317	-937.1356	-28.29612	0.170447	0.122029	0.14707	3.14772	1.16997	1.94038	5.99889	6.20724	6.29207	8.85786	1.17417	0.840628	1.01313	1.10768	0.411712	0.68282	0.170447	0.122029	0.14707	0	0	0	0	2.22997	-0.497222	-0.567368	0	-0.476307	0	-0.303387	0	1.241574	0.7783363	0.1451638	1.926131	1	1	1	0	1	0	1	0	1	1	0	1	0	0	1	1	1.09767	0.591857	0	0.364134	0	0	-0.387019	-0.389833	1.92613	1.24157	3.167706	1.10768	0.411712	0.68282
5400	-962.5306	-938.8374	-23.69315	0.00585046	0.811604	0.489101	2.85001	1.92994	1.92994	5.54325	5.53945	4.41567	7.73313	0.0525106	7.28453	4.38991	1	0.67717	0.67717	0.00585046	0.811604	0.489101	0	0	0	0	0.255445	-0.177907	0	0	0	1.5648	0	0	0.4827654	0.866236	0.1114148	2.197753	1	1	0	0	0	1	0	0	1	0	1	1	0	1	0	1	0.597508	0	0.0410995	0.250779	0	0.25916	0	-0.389833	2.19775	0.482765	2.680518	1	0.67717	0.67717
5410	-961.6323	-940.0516	-21.58067	0.191628	0.25314	0.191628	3.28232	1.23157	1.94307	5.91125	6.62274	3.32136	7.4212	1	1.321	1	1.15759	0.434344	0.68527	0.191628	0.25314	0.191628	0	0	0	0	0	0	0	0	0	0	-0.434123	0	0.3901867	0.8793501	0.1916279	1.987817	0	0	0	0	0	0	1	0	1	1	0	0	1	0	1	1	1.21618	-1.03763	0	0	0.278388	0	-0.285856	-0.389833	1.98782	0.390187	2.378003	1.15759	0.434344	0.68527
5420	-962.633	-937.6185	-25.01445	0.678717	0.678407	0.67858	3.4477	1.72168	2.04097	5.48584	5.74186	5.41911	7.83633	1.00022	0.999763	1.00002	1.15759	0.578068	0.68527	0.678717	0.678407	0.67858	0	0	0	0	1.90107	-0.78393	0.411497	0	-0.000650823	0	-0.434123	0	0.3207713	0.8793501	0.6785677	2.29671	1	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0.23601	0	-0.0175676	0	0	0	-0.389833	2.29671	0.320771	2.617482	1.15759	0.578068	0.68527
5430	-962.2732	-935.1788	-27.09438	0.224869	2.09219	0.87219	2.87834	1.57157	1.7724	4.87131	5.31551	5.89109	7.36898	0.330099	3.07126	1.28034	1.10899	0.605507	0.682886	0.224869	2.09219	0.87219	0	0	0	0	-0.156695	-1.20648	-0.13941	-0.524332	0	0.58857	-0.306892	0	0.5721497	1.118593	0.6812159	2.001453	1	1	1	1	0	1	1	0	1	0	1	0	1	1	0	1	-0.34785	0	0.20772	0	0.684468	-0.211808	0	-0.389833	2.00145	0.57215	2.573603	1.10899	0.605507	0.682886
5440	-958.2763	-937.0021	-21.27421	0.0711528	0.755887	0.445555	3.51719	0.967933	2.12343	5.44516	6.60066	4.15546	8.09797	0.246798	2.62184	1.54544	1.13309	0.311828	0.68408	0.0711528	0.755887	0.445555	0	0	0	0	0	0	0	0	0.862733	0.58857	-0.370673	0	0.7022306	0.8457401	0.2883035	1.933569	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	0	0.102918	0	0	0	0	-0.640368	-0.389833	1.93357	0.702231	2.6358	1.13309	0.311828	0.68408
5450	-957.384	-934.2886	-23.09542	0.502128	0.944325	0.663598	3.12155	0.995585	1.88457	5.08484	5.97383	5.13082	7.83903	0.738246	1.38838	0.975644	1.13309	0.361387	0.68408	0.502128	0.944325	0.663598	0	0	0	0	0	0	-0.351274	0.0949554	0.900277	0	-0.370673	0	0.8808278	1.115144	0.680164	1.802549	0	0	1	1	1	0	1	0	1	0	0	0	0	0	1	1	-0.844056	0	0	0	0	0	-0.492868	-0.389833	1.80255	0.880828	2.683377	1.13309	0.361387	0.68408
5460	-961.293	-935.3378	-25.9552	0.487421	1.69514	1.13705	3.2677	1.61845	2.39629	5.84205	6.84001	10.8453	9.65157	0.673429	2.34203	1.57096	1.40157	0.694181	1.02781	0.487421	1.69514	1.13705	0	0	0	0	-0.799405	0	0	0	0.992342	0.0323183	-1.00148	0	1.226638	1.327096	0.7237903	2.331453	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	2.15659	0	0	0	0.453667	0	0	2.33145	1.22664	3.558091	1.40157	0.694181	1.02781
5470	-955.757	-934.6035	-21.15344	0.486403	0.486403	0.486403	3.26792	1.12189	1.57325	5.07671	5.72952	8.42358	7.73286	1	1	1	1.82221	0.62557	0.877253	0.486403	0.486403	0.486403	0	0	0	0	0	-0.747237	-0.230761	0	0	0	-0.703736	-0.19267	0.9280116	0.9697049	0.486403	1.793383	0	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1.19908	0	0	0	0	0	0	1.79338	0.928012	2.721395	1.82221	0.62557	0.877253
5480	-958.4066	-934.6787	-23.72788	0.502935	0.772299	0.502935	3.29146	1.04097	1.41669	5.43865	5.85088	3.70047	7.49181	1	1.53558	1	1.53063	0.484085	0.658803	0.502935	0.772299	0.502935	0	0	0	0	0	-0.0943664	-1.4	-0.180489	0	0	-0.703736	-0.100074	0.8216455	0.8585974	0.5029354	1.693171	0	1	1	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	-0.0060426	0	0.428911	0	0	-0.358573	1.69317	0.821646	2.514817	1.53063	0.484085	0.658803
5490	-960.2863	-935.386	-24.90028	0.00993806	0.547694	0.366545	3.13732	1.02554	1.4458	6.55152	6.02518	3.28372	7.63371	0.0966481	5.32636	3.56467	1.8794	0.614346	0.8661	0.00993806	0.547694	0.366545	0	0	0	0	0	1.46633	-0.679506	0	0	1.24084	-0.703736	-0.209079	0.9620097	1.027443	0.1028272	1.669321	0	1	1	0	0	1	1	1	1	0	1	0	0	1	0	0	-0.730613	0	-0.277871	0	0	0.303531	0	0	1.66932	0.96201	2.631331	1.8794	0.614346	0.8661
5500	-958.159	-934.02	-24.13895	0.366943	1.50745	0.489362	3.37131	0.690429	1.02576	5.53614	6.05303	4.53741	7.87927	0.73099	3.00301	0.974861	2.52238	0.516571	0.767466	0.366943	1.50745	0.489362	0	0	0	0	0.287073	-0.553637	0	0	0.929578	0	-0.709326	-0.364333	1.325703	0.9604653	0.5019808	1.33656	1	1	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	-0.102414	0	0.816415	0.760798	0	0	0	1.33656	1.3257	2.662263	2.52238	0.516571	0.767466
5510	-957.6027	-936.2542	-21.34854	0.135412	0.197846	0.154854	2.89054	0.7569	1.26625	4.85598	5.25536	3.34221	6.71923	0.864136	1.26256	0.988206	1.79265	0.469412	0.785301	0.135412	0.197846	0.154854	0	0	0	0	0.368013	0	-0.507239	0	0.433187	0	0	-0.309957	0.8514281	0.7338066	0.1567023	1.40447	1	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0.710418	0.0752533	0	-0.414268	0	1.40447	0.851428	2.255898	1.79265	0.469412	0.785301
5520	-961.9097	-934.8036	-27.10608	1.12043	1.07158	0.615776	4.04555	0.848755	1.17422	5.85166	6.70269	7.11646	8.60471	2.39275	2.28843	1.31502	2.45388	0.514824	0.712238	1.12043	1.07158	0.615776	0	0	0	0	0	-1.27148	0	0	0.259612	-0.509763	-0.193768	-0.442002	1.254281	1.242668	0.4682616	1.591609	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	-0.918717	-0.815903	0	0	0.617259	0.678453	-0.105603	0	1.59161	1.25428	2.845891	2.45388	0.514824	0.712238
5530	-959.5761	-937.7088	-21.86731	0.779915	0.452689	1.0536	3.47842	1.06547	1.21123	5.17698	5.51324	8.78577	7.42111	0.808393	0.469219	1.09207	2.10862	0.64589	0.734248	0.779915	0.452689	1.0536	0	0	0	0	0	-0.764391	0	0	0	0.112953	0	-0.396164	0.8945442	0.945711	0.9647718	1.649621	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	1.38726	0	0	-0.881318	0	0	0	1.64962	0.894544	2.544165	2.10862	0.64589	0.734248
5540	-959.6548	-934.1605	-25.49428	0.841997	1.29009	0.826689	3.42118	0.998158	1.14071	4.81855	4.79997	7.27189	6.30711	0.872742	1.3372	0.856875	2.17434	0.63438	0.724977	0.841997	1.29009	0.826689	0	0	0	0	1.99384	0	0	0	1.26266	-0.153743	0	-0.412461	0.4278226	1.0987	0.9647718	1.573439	1	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	-0.111293	1.96857	0	0	0	0	0	0	1.57344	0.427823	2.001262	2.17434	0.63438	0.724977
5550	-959.2275	-937.2369	-21.99063	0.507757	0.558101	0.432309	4.4039	1.18705	1.36827	6.30111	6.56294	4.6568	8.43873	0.802762	0.882356	0.68348	2.28566	0.616089	0.710142	0.507757	0.558101	0.432309	0	0	0	0	-0.37828	-0.027475	0	0	0.651738	0	0	-0.438976	0.7159382	1.014114	0.6325123	1.926752	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1.14096	0	0	0	-0.362708	0	0	1.92675	0.715938	2.64269	2.28566	0.616089	0.710142
5560	-957.8303	-932.5761	-25.25413	1.02164	2.82029	1.59945	3.97664	1.27782	1.44511	6.17023	6.66613	4.3424	8.51577	0.613918	1.69475	0.961134	2.04592	0.657416	0.743484	1.02164	2.82029	1.59945	0	0	0	0	-1.18283	0	0.76056	0	1.44735	0	0	-0.380134	0.8586477	1.886678	1.664129	1.943697	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	-0.511492	0.339862	0	0	0	0	0	0	1.9437	0.858648	2.802345	2.04592	0.657416	0.743484
5570	-956.2623	-934.5684	-21.69382	1.67991	2.85041	1.67991	3.80826	1.37171	1.53222	5.48806	5.61428	2.98287	6.98128	1	1.69676	1	1.90381	0.685741	0.76598	1.67991	2.85041	1.67991	0	0	0	0	0.455062	0	0	0	0	0	0	-0.341904	0.1244629	1.740953	1.679915	2.000338	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	-1.46988	0	0	0.528721	0	0	0	2.00034	0.124463	2.124801	1.90381	0.685741	0.76598
5580	-960.6638	-932.9515	-27.7123	1.21329	2.85822	2.18616	3.78563	1.8044	1.97421	5.65694	5.80195	4.10182	7.68277	0.794073	1.87064	1.4308	1.58472	0.755346	0.826431	1.21329	2.85822	2.18616	0	0	0	0	1.7859	0	0.593935	0	0.684023	0	0	-0.244487	0.06041204	1.818975	1.527934	2.380244	1	0	1	0	1	0	0	1	1	1	0	1	0	1	1	0	-0.449554	0.700748	0	0.471832	0	0.376967	-0.0108126	0	2.38024	0.060412	2.440656	1.58472	0.755346	0.826431
5590	-956.2658	-932.968	-23.29782	0.972693	2.48982	1.47289	3.80108	1.33037	1.49067	5.43919	5.68913	2.8996	6.92373	0.636607	1.62954	0.963972	1.93859	0.678503	0.760258	0.972693	2.48982	1.47289	0	0	0	0	-0.986164	0	0	-0.311974	1.33969	0	0	-0.35152	0.1377794	1.852823	1.527934	1.960741	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	-1.13084	0	0	0	0	0	0	1.96074	0.137779	2.09852	1.93859	0.678503	0.760258
5600	-959.7559	-937.8694	-21.88654	1.77628	1.47989	1.77628	4.13118	1.03528	1.20279	6.83358	6.76351	3.15371	8.28802	1	0.833141	1	2.39313	0.599724	0.696759	1.77628	1.47989	1.77628	0	0	0	0	0	0.446713	0	0	0	0	0	-0.463375	0.9062517	1.430653	1.776278	1.726268	0	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	-0.0480823	0	0.523625	-0.182552	0	0	0	1.72627	0.906252	2.632519	2.39313	0.599724	0.696759
5610	-961.6477	-937.1103	-24.53744	1.74348	1.62416	1.68976	4.78796	0.973315	1.37231	5.93705	6.456	3.7373	7.6438	1.03465	0.96384	1.00277	2.57948	0.524366	0.739322	1.74348	1.62416	1.68976	0	0	0	0	0	-1.51161	0.613762	0.164957	-0.101046	0	-0.541076	-0.406338	0.259246	1.614707	1.685089	1.856175	0	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0.204062	0	0	0	0	0	0	1.85617	0.259246	2.115421	2.57948	0.524366	0.739322
5620	-968.7465	-937.8125	-30.93403	1.02428	1.37556	0.951797	4.0542	0.58308	1.03097	4.65653	5.10902	2.05876	5.71999	0.811553	1.08988	0.754122	2.41187	0.346877	0.613328	1.02428	1.37556	0.951797	0	0	0	0	0	-0.622592	0	0	1.78931	-0.209416	0	-0.467517	0.03111756	1.281227	1.262125	1.345735	0	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0.34121	2.71311	0	-0.187999	-0.265141	-0.069901	-0.418617	-0.12431	1.34573	0.0311176	1.376852	2.41187	0.346877	0.613328
5630	-965.2588	-936.7254	-28.53336	0.676217	0.746581	0.67851	3.9219	1.08885	1.25106	5.2307	5.51344	2.44162	6.5433	0.392029	0.432821	0.393358	2.24344	0.622856	0.715645	0.676217	0.746581	0.67851	0	0	0	0	-1.08635	-0.451269	0	0	1.58555	0.213441	0	-0.429076	0.133034	1.177552	1.724917	1.748161	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	0	-0.0861167	-1.15587	-0.00241786	0	-0.59481	-1.05604	0	0	1.74816	0.133034	1.881195	2.24344	0.622856	0.715645
