Iteration	Posterior	Likelihood	Prior	er[1]	er[2]	er[3]	lambda[1]	lambda[2]	lambda[3]	lambda[4]	lambda[5]	lambda[6]	lambda[7]	m_e[1]	m_e[2]	m_e[3]	m_w[1]	m_w[2]	m_w[3]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	phi_b[1]	phi_b[2]	phi_d[1]	phi_d[2]	phi_e[1]	phi_e[2]	phi_w[1]	phi_w[2]	r_b	r_d	r_e	r_w	rj_phi_b[1]	rj_phi_b[2]	rj_phi_d[1]	rj_phi_d[2]	rj_phi_e[1]	rj_phi_e[2]	rj_phi_w[1]	rj_phi_w[2]	rj_sigma_b[1]	rj_sigma_b[2]	rj_sigma_d[1]	rj_sigma_d[2]	rj_sigma_e[1]	rj_sigma_e[2]	rj_sigma_w[1]	rj_sigma_w[2]	sigma_b[1]	sigma_b[2]	sigma_d[1]	sigma_d[2]	sigma_e[1]	sigma_e[2]	sigma_w[1]	sigma_w[2]	speciation_rates[1]	speciation_rates[2]	total_speciation	within_region_features[1]	within_region_features[2]	within_region_features[3]
4630	-960.2088	-933.2569	-26.95192	0.897522	2.16671	1.66523	4.14332	1.93517	2.10159	6.86232	6.97881	6.60984	9.73094	0.510307	1.23193	0.946806	1.61613	0.754826	0.819741	0.897522	2.16671	1.66523	0	0	0	0	0.253926	0	-0.0607384	-0.55341	1.99571	0	0	-0.254912	0.7598473	1.364386	1.75879	2.56373	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	-1.12829	0	0	0	-0.518818	0	0	0	2.56373	0.759847	3.323577	1.61613	0.754826	0.819741
4640	-962.5344	-936.6503	-25.88412	0.659139	4.31116	1.74874	3.34655	2.72202	2.78364	6.48803	6.53731	6.22461	9.58364	0.386259	2.52636	1.02477	1.1391	0.926526	0.947499	0.659139	4.31116	1.74874	0	0	0	0	0	0.0867829	0	-0.481168	2.21246	0.109093	0	-0.0691623	0.3470303	1.5048	1.706471	2.937876	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	-0.645887	0	0	0	0	0	0	0	2.93788	0.34703	3.284906	1.1391	0.926526	0.947499
4650	-956.1974	-934.2336	-21.96388	1.63485	4.37138	2.52369	4.4057	2.4669	2.4669	7.42212	7.42212	5.48331	10.1638	0.6234	1.6669	0.962332	1	0.559932	0.559932	1.63485	4.37138	2.52369	0	0	0	0	0	0	0	0	1.40188	0	0	0	0.3885664	1.880812	2.622471	2.992993	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	-0.579939	2.99299	0.388566	3.38156	1	0.559932	0.559932
4660	-958.6801	-934.1956	-24.48454	1.7816	3.9834	2.54138	3.83861	2.54509	2.14936	7.00128	6.58827	5.32834	9.4586	0.679359	1.51895	0.969076	1	0.663022	0.559932	1.7816	3.9834	2.54138	0	0	0	0	0.10958	0	0	0	1.14688	0	0	0	0.4363167	1.895442	2.622471	2.758855	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0.693253	0	0	0.168993	-0.579939	2.75885	0.436317	3.195171	1	0.663022	0.559932
4670	-958.6856	-933.4432	-25.24247	0.805081	2.10783	1.7166	3.87133	2.16768	2.16768	6.24363	6.23835	5.0182	8.6194	0.669248	1.7522	1.42698	1	0.559932	0.559932	0.805081	2.10783	1.7166	0	0	0	0	0	0.0759315	0.544368	0	0.408132	0.140203	0	0	0.2021821	1.464353	1.202963	2.629971	0	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	1.29881	0	0.15634	0	0.257416	0	-0.579939	2.62997	0.202182	2.832153	1	0.559932	0.559932
4680	-958.6435	-936.3192	-22.32435	0.805878	0.761887	0.805878	3.66682	1.55758	2.05317	5.42503	6.01237	3.77972	7.59536	1	0.945412	1	1	0.424775	0.559932	0.805878	0.761887	0.805878	0	0	0	0	-1.45261	0	0	-0.572674	0	0	0	0	0.1504194	1.050185	0.8058777	2.271896	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0.173653	0	0	-0.0561343	0	-0.276255	-0.579939	2.2719	0.150419	2.422315	1	0.424775	0.559932
4690	-958.4133	-934.0574	-24.35595	0.707197	2.06378	1.13466	3.99031	1.55016	2.23431	6.08316	6.63157	3.93321	8.23302	0.597747	1.74438	0.959052	1	0.388482	0.559932	0.707197	2.06378	1.13466	0	0	0	0	0.198031	0.687144	0	0.0132675	1.52654	0	0	0	0.2144078	1.257972	1.183104	2.399804	1	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	-0.493584	0	0	0	0	-0.36557	-0.579939	2.3998	0.214408	2.614211	1	0.388482	0.559932
4700	-958.4269	-934.5765	-23.85043	1.21734	1.96351	1.21734	3.61746	2.02553	2.02553	6.12505	6.42051	6.05197	8.9145	1	1.61296	1	1	0.559932	0.559932	1.21734	1.96351	1.21734	0	0	0	0	0	-1.389	0.752668	0	0	0	0	0	0.6039727	1.375624	1.217338	2.457505	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	-0.056175	-0.346607	0	0	0.47807	0	0	-0.579939	2.4575	0.603973	3.061477	1	0.559932	0.559932
4710	-962.0309	-933.8135	-28.21739	0.641642	2.6042	1.72078	3.7199	2.08289	2.08289	5.87748	5.9554	4.42715	8.09026	0.819253	3.32506	2.1971	1	0.559932	0.559932	0.641642	2.6042	1.72078	0	0	0	0	-0.860561	-1.42832	0.0939161	-0.669634	0.591412	0	0	0	0.0970538	2.058354	0.7832031	2.527098	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	1	0.304874	0	0	-0.498243	0.18259	0.803338	0	-0.579939	2.5271	0.0970538	2.624152	1	0.559932	0.559932
4720	-963.2591	-934.8129	-28.44625	0.87818	2.15047	2.04247	3.94221	1.46248	2.20737	6.11868	7.07888	3.79342	8.23024	0.956642	2.34261	2.22496	1	0.37098	0.559932	0.87818	2.15047	2.04247	0	0	0	0	-1.01671	0	0.570485	0	0.131494	0	0	0	0.2691727	1.121212	0.9179817	2.334722	1	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	-0.792651	-2.30493	0	0.645069	0	0.803338	-0.411668	-0.579939	2.33472	0.269173	2.603895	1	0.37098	0.559932
4730	-957.4181	-934.084	-23.33405	0.908766	2.02926	2.02926	3.65912	2.04886	2.04886	6.76242	6.76242	6.11748	9.6696	1	2.23298	2.23298	1	0.559932	0.559932	0.908766	2.02926	2.02926	0	0	0	0	0	0	0.425436	0	0	0	0	0	0.9100924	1.719789	0.9087657	2.485806	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	1	-0.330238	0.319734	-0.193018	0	0	0.803338	0	-0.579939	2.48581	0.910092	3.395898	1	0.559932	0.559932
4740	-963.6078	-934.6867	-28.92109	0.835557	2.47946	2.11533	3.56446	1.99585	1.99585	6.68108	7.30969	4.12614	8.48415	0.872294	2.58847	2.20833	1	0.559932	0.559932	0.835557	2.47946	2.11533	0	0	0	0	-1.71758	0	0.80634	-1.26535	0.405312	0	0	0	0.373105	1.8307	0.9578842	2.421496	1	0	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	-1.71234	0	-0.715998	0	0.803338	0	-0.579939	2.4215	0.373105	2.794601	1	0.559932	0.559932
4750	-956.3409	-933.3953	-22.94558	0.916336	2.05407	2.04616	3.80952	1.44546	2.57382	6.54583	7.67419	5.31013	9.76507	1	2.24161	2.23298	1.23408	0.46825	0.833777	0.916336	2.05407	2.04616	0	0	0	0	0	0	0	-0.152314	0	0	-0.623931	0	0.9127723	1.488504	0.9163357	2.420013	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0.00385534	0.803338	-0.332462	-0.198879	2.42001	0.912772	3.332785	1.23408	0.46825	0.833777
4760	-966.7448	-936.0678	-30.67694	0.165565	1.1335	0.76431	2.92516	1.24559	2.3976	5.25577	6.31575	5.06555	8.28709	0.540345	3.69936	2.49444	1	0.42582	0.819649	0.165565	1.1335	0.76431	0	0	0	0	1.474	-0.852702	0.0780607	-0.0360772	0.863349	0.172327	0	0	0.8116875	1.474748	0.3064054	2.059525	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	-0.517523	-1.64936	-0.172373	0	0	0.803338	-0.65486	-0.198879	2.05953	0.811688	2.871213	1	0.42582	0.819649
4770	-963.1663	-939.0677	-24.0986	0.519838	0.779709	0.621714	2.7013	1.08497	2.26993	5.34378	6.28893	5.04153	8.31951	0.823009	1.23444	0.984298	1.20849	0.485387	1.01551	0.519838	0.779709	0.621714	0	0	0	0	0.644991	0	0	-0.389108	0.577845	0	-0.561769	0	1.067527	0.9814696	0.6316316	1.880767	1	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	1.16393	1.0902	0	0	0	0	-0.518054	0	1.88077	1.06753	2.948295	1.20849	0.485387	1.01551
4780	-959.239	-934.7969	-24.44216	0.573639	2.50819	1.75092	3.20258	2.1594	2.69116	6.24096	6.49673	5.44916	9.06727	0.454236	1.98611	1.38646	1.20849	0.814846	1.01551	0.573639	2.50819	1.75092	0	0	0	0	1.01528	0.330261	0	0	0	0.419053	-0.561769	0	0.4793893	1.566781	1.262865	2.650072	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0.218113	0	0	0.437667	0.223795	0	0	0	2.65007	0.479389	3.129461	1.20849	0.814846	1.01551
4790	-963.525	-938.7709	-24.75415	0.30081	1.02289	1.3237	2.67169	1.80144	2.24505	5.82546	5.78746	5.06693	8.29927	0.305043	1.03729	1.34233	1.20849	0.814846	1.01551	0.30081	1.02289	1.3237	0	0	0	0	0	1.27921	0	0	1.18117	0.419053	-0.561769	0	0.7471131	1.237503	0.9861215	2.21077	0	1	0	0	1	1	1	0	1	0	0	0	1	0	0	0	-1.29667	0	0	0	-0.856289	0	0	0	2.21077	0.747113	2.957883	1.20849	0.814846	1.01551
4800	-958.7477	-932.1343	-26.61343	0.636598	1.87936	1.20366	3.4644	1.52187	1.61567	6.04889	5.73785	3.34235	7.33612	0.499916	1.47585	0.945225	1.41623	0.622136	0.660481	0.636598	1.87936	1.20366	0	0	0	0	0	1.39357	0	0	2.05674	0	0	-0.184798	0.3405472	1.216917	1.27341	2.042301	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	-0.0729395	0	0.077441	0.419458	-0.360414	0	0	-0.270692	2.0423	0.340547	2.382849	1.41623	0.622136	0.660481
4810	-960.0107	-938.0578	-21.9529	0.300381	0.466308	0.717924	3.63694	0.748316	2.16403	4.63328	6.08974	3.12807	6.92156	0.562028	0.872486	1.34327	1.61015	0.331295	0.958061	0.300381	0.466308	0.717924	0	0	0	0	-0.586784	0	0	0	0	0.30598	-0.924654	-0.0874242	0.1756494	0.8960495	0.5344589	1.805904	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	-0.530547	0.0565214	-0.671261	0	1.8059	0.175649	1.981553	1.61015	0.331295	0.958061
4820	-956.7534	-934.9555	-21.79782	0.687169	0.687169	0.687169	3.70081	0.758905	2.13342	5.52195	7.04049	4.56792	8.50943	1	1	1	1.36574	0.280065	0.787315	0.687169	0.687169	0.687169	0	0	0	0	0	-0.369423	0	0	0	0	-0.924654	0	0.9059672	1.7923	0.687169	1.816297	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	-0.556862	0	0	0	-0.671261	-0.264453	1.8163	0.905967	2.722265	1.36574	0.280065	0.787315
4830	-958.994	-936.2817	-22.7123	1.18175	1.28881	1.22787	3.84203	1.54162	2.21484	6.99332	7.66654	6.93436	10.5403	0.959186	1.04609	0.99662	1.36574	0.548003	0.787315	1.18175	1.28881	1.22787	0	0	0	0	0	0	0	-0.242135	0.123615	0	-0.924654	0	1.401117	1.304909	1.232035	2.358449	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	-0.680192	0	0	0	0	0	0	-0.264453	2.35845	1.40112	3.759566	1.36574	0.548003	0.787315
4840	-963.2837	-931.6385	-31.64521	0.909987	2.87764	1.62151	3.70048	1.48482	2.13323	5.67455	6.17882	4.23107	8.01379	0.561959	1.77708	1.00136	1.36574	0.548003	0.787315	0.909987	2.87764	1.62151	0	0	0	0	-0.898185	1.69065	0.352854	0	1.42112	0.0516559	-0.924654	0	0.3285759	1.47706	1.619312	2.271555	1	1	1	0	1	1	1	0	0	1	0	1	0	0	0	1	0	2.52499	0	0.252113	0	0	0	-0.264453	2.27156	0.328576	2.600131	1.36574	0.548003	0.787315
4850	-959.996	-933.8194	-26.17663	1.28009	3.44402	2.52868	3.52179	1.8409	2.64481	5.63547	6.545	6.68751	8.73163	0.573026	1.5417	1.13195	1.36574	0.713894	1.02565	1.28009	3.44402	2.52868	0	0	0	0	0.784116	-1.54151	0	-0.953721	0.638577	0.181379	-0.924654	0	0.3759541	1.78594	2.233914	2.578668	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.57867	0.375954	2.954623	1.36574	0.713894	1.02565
4860	-965.6633	-939.1454	-26.51791	1.79178	2.95938	2.01391	4.26447	1.60919	2.31192	9.65567	10.3584	5.20868	11.9977	0.880553	1.45436	0.989718	1.36574	0.51536	0.740416	1.79178	2.95938	2.01391	0	0	0	0	0	0	0	0.0258206	0.377357	0	-0.924654	0	1.783031	1.501213	2.034834	2.512744	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1.0775	0	0	0.0700483	0.237025	0	0	-0.325868	2.51274	1.78303	4.295775	1.36574	0.51536	0.740416
4870	-961.4002	-936.9763	-24.42394	0.91908	1.48201	1.01225	3.3239	1.73746	2.4962	5.12151	5.90036	4.36518	7.68306	1	1.6125	1.10138	1.36574	0.713894	1.02565	0.91908	1.48201	1.01225	0	0	0	0	0.423106	-1.15663	0	0	0	0	-0.924654	0	0.0596187	0.9790334	0.9190796	2.433776	1	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0.490788	-0.254527	0	0.590787	0.381222	0.0965625	0	0	2.43378	0.0596187	2.493395	1.36574	0.713894	1.02565
4880	-958.7302	-935.637	-23.0932	0.539859	1.0465	1.23648	3.04575	1.19553	1.71762	5.52199	6.4791	3.84266	7.83372	0.60843	1.17943	1.39353	1.36574	0.536088	0.770195	0.539859	1.0465	1.23648	0	0	0	0	-1.12804	0	0	0	-0.755257	0.399049	-0.924654	0	0.8868011	1.401721	0.8872976	1.842444	1	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	0	-0.0522799	0	0	0	0	0	-0.286437	1.84244	0.886801	2.729245	1.36574	0.536088	0.770195
4890	-959.9953	-935.9554	-24.03993	0.90042	1.95303	1.48985	3.73951	0.943485	2.80831	5.38931	7.08216	4.28632	8.36699	0.792261	1.71843	1.31089	1.36574	0.344579	1.02565	0.90042	1.95303	1.48985	0	0	0	0	1.07638	0	0	0	0.690797	0	-0.924654	0	0.4133734	0.9116356	1.136519	2.147822	1	0	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	-0.534647	0	0.651325	0	0.289626	-0.728412	0	2.14782	0.413373	2.561195	1.36574	0.344579	1.02565
4900	-956.7353	-933.6235	-23.11182	1.00804	1.80965	1.80965	4.23578	0.978507	1.53589	5.73856	6.16926	3.19008	7.52181	1	1.79522	1.79522	2.2855	0.527973	0.82872	1.00804	1.80965	1.80965	0	0	0	0	1.06696	0	-0.964434	0	0	0	-0.924654	-0.27342	0.3647069	1.029694	1.008038	1.853329	1	0	1	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1.07865	0	0.585126	0	0	1.85333	0.364707	2.218036	2.2855	0.527973	0.82872
4910	-960.4068	-936.9352	-23.47158	1.02158	1.02158	1.02158	3.18174	1.19387	1.34076	5.36783	5.83874	3.28795	7.18944	1	1	1	1.85889	0.697502	0.783322	1.02158	1.02158	1.02158	0	0	0	0	-1.0901	0	-0.816136	0	0	0	-0.924654	-0.163707	0.6965283	1.086954	1.021584	1.720513	1	0	1	0	0	0	1	1	1	0	0	0	0	0	1	1	0.0162339	0	0	0	0	0	0.299292	-0.141887	1.72051	0.696528	2.417041	1.85889	0.697502	0.783322
4920	-958.7682	-933.5696	-25.19863	0.839876	1.43088	1.43088	3.62583	1.1388	1.71536	5.34546	6.2821	3.41388	7.47511	1	1.70368	1.70368	1.73875	0.546107	0.82259	0.839876	1.43088	1.43088	0	0	0	0	-1.86091	0	0	0	0	0	-0.924654	-0.128226	0.4715151	1.117362	0.839876	1.920452	1	0	0	0	0	0	1	1	1	0	0	1	0	1	1	1	-0.405486	0	0	0.133551	0	0.532792	-0.00579613	-0.120639	1.92045	0.471515	2.391967	1.73875	0.546107	0.82259
4930	-963.1336	-939.1901	-23.94351	0.256863	1.52475	0.819509	2.54095	1.44841	1.53938	5.71825	5.80922	6.45607	8.7007	0.537053	3.18796	1.71344	1.42534	0.812482	0.86351	0.256863	1.52475	0.819509	0	0	0	0	0	0	-0.120731	0.166896	1.53932	0.0545699	0	-0.188202	1.511598	1.03573	0.4782823	1.782698	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	-0.696178	0	0	0	0	0.538114	0	0	1.7827	1.5116	3.294295	1.42534	0.812482	0.86351
4940	-957.8911	-933.5351	-24.35604	0.412183	0.862093	0.520853	3.11323	1.21275	1.45877	5.8986	5.58664	5.03462	8.05558	0.723275	1.51275	0.913964	1.75285	0.682818	0.821334	0.412183	0.862093	0.520853	0	0	0	0	1.69042	0	0	0	1.34222	-0.0682304	-0.213008	-0.259904	1.076779	1.031984	0.5698838	1.765999	1	0	0	0	1	1	1	1	1	0	0	0	0	0	1	0	-0.0052722	0	0	0	0	0	-0.017112	0	1.766	1.07678	2.842778	1.75285	0.682818	0.821334
4950	-958.8686	-933.3717	-25.49683	0.9432	2.00185	1.25094	3.97789	1.29115	1.4586	5.55857	5.83139	7.23781	7.52964	0.818986	1.73822	1.0862	2.03297	0.659866	0.74544	0.9432	2.00185	1.25094	0	0	0	0	0	-0.901839	1.06905	0	0	0.10604	0	-0.376763	0.4514196	1.876009	1.151667	1.956689	0	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	-1.62826	0	0	-0.354509	0.43586	0	0	0	1.95669	0.45142	2.408109	2.03297	0.659866	0.74544
4960	-957.9936	-933.0981	-24.8955	1.33168	3.02013	2.1389	3.73081	1.42307	1.61973	5.47885	5.67551	3.49878	7.31559	0.797239	1.80806	1.28049	1.82101	0.694601	0.790591	1.33168	3.02013	2.1389	0	0	0	0	0	0	0	-0.305265	0.916528	-0.0437333	-0.0791401	-0.304126	0.2560372	1.828668	1.67037	2.048757	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0.338692	0	-0.238975	0	0.306449	0	0	2.04876	0.256037	2.304794	1.82101	0.694601	0.790591
4970	-958.2959	-932.66	-25.63586	0.812024	1.78458	1.14955	3.87121	1.99506	1.96852	6.19752	6.20899	4.84828	8.51093	0.685002	1.50542	0.969728	1.56267	0.805332	0.794619	0.812024	1.78458	1.14955	0	0	0	0	-0.418936	0	0	-0.39084	1.12234	0	0.269845	-0.285351	0.3253666	1.28824	1.185433	2.477312	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	-1.83438	-0.752391	0	0	0	0	0	0	2.47731	0.325367	2.802678	1.56267	0.805332	0.794619
4980	-958.6896	-934.1448	-24.54482	0.645741	1.03144	0.645741	3.9561	0.787666	1.88316	5.68474	6.92205	3.11434	7.74646	1	1.5973	1	1.69037	0.336555	0.804638	0.645741	1.03144	0.645741	0	0	0	0	-0.541551	0	-0.231023	-0.495867	0	0	0	-0.27876	0.5276363	1.16403	0.6457406	1.803704	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	0	-0.744047	-1.36745	0	0	0.468315	0	-0.781411	0	1.8037	0.527636	2.33134	1.69037	0.336555	0.804638
4990	-957.9748	-935.1898	-22.78504	0.22008	0.187139	0.187139	3.30949	0.934059	1.0713	6.35623	6.47386	4.1362	8.48302	1	0.850324	0.850324	2.2203	0.626651	0.718724	0.22008	0.187139	0.187139	0	0	0	0	0.0359833	0	0.262247	-1.17855	0	0	0	-0.423571	1.493494	0.8608767	0.2200802	1.490558	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0.364475	-0.772414	0	-0.162138	0	0	1.49056	1.49349	2.984051	2.2203	0.626651	0.718724
5000	-958.5146	-934.1538	-24.36082	0.733592	0.733592	0.733592	3.65125	0.760908	0.961374	5.89798	5.69257	4.10172	7.6564	1	1	1	2.11153	0.440036	0.555966	0.733592	0.733592	0.733592	0	0	0	0	0.472528	0.57113	-0.82658	0	0	0	-0.315619	-0.340399	1.083982	0.8631678	0.7335918	1.387465	1	1	1	0	0	0	1	1	1	0	0	1	0	0	0	1	-1.06319	0	0	1.00691	0	0	0	-0.330267	1.38746	1.08398	2.471446	2.11153	0.440036	0.555966
5010	-968.0695	-938.7412	-29.32832	1.21207	2.93339	0.785104	4.73837	1.13288	1.32291	6.94852	6.95702	4.9533	9.09516	0.851848	2.0616	0.551775	2.46518	0.589391	0.688254	1.21207	2.93339	0.785104	0	0	0	0	0	0.536182	-1.30179	-0.0311269	0.475676	0	0	-0.479127	0.9144868	1.082537	1.422869	1.922119	0	1	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1.50239	-0.276258	1.0108	1.13169	-0.581586	0	0	1.92212	0.914487	2.836605	2.46518	0.589391	0.688254
5020	-963.9948	-939.1054	-24.88946	0.53502	1.49285	1.52453	3.46831	1.59739	1.08089	5.59482	5.07762	2.77515	6.57472	0.869511	2.42616	2.47766	2.28072	1.05042	0.710779	0.53502	1.49285	1.52453	0	0	0	0	0.00511158	0	0	0	-0.134863	0.0983917	0	-0.437827	0.1906413	1.025047	0.6153115	1.815944	1	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	0.105255	-1.59376	0.159939	0	0	0.826901	0.532288	0	1.81594	0.190641	2.006585	2.28072	1.05042	0.710779
5030	-966.8384	-941.2366	-25.60186	0.230055	1.24899	0.824438	4.10169	1.17758	1.31791	5.57031	5.85064	2.54998	6.86519	0.386825	2.10011	1.38625	2.21318	0.635396	0.711113	0.230055	1.24899	0.824438	0	0	0	0	-1.51511	0	0	-1.01417	0	0.504361	0.0717271	-0.434704	0.1175458	1.221145	0.5947269	1.8533	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	0.97642	-0.338619	0	0	0.252154	-0.0666742	0	0	1.8533	0.117546	1.970846	2.21318	0.635396	0.711113
5040	-961.538	-936.1668	-25.37123	0.484683	0.728483	0.580198	3.70963	1.18107	1.56217	5.06801	5.50163	3.35152	6.85706	0.822192	1.23576	0.984219	1.77649	0.565597	0.748101	0.484683	0.728483	0.580198	0	0	0	0	0	-0.753916	0	0	0.580789	0	0.548233	-0.403286	0.1960689	0.8767668	0.5895009	1.898651	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	1	-1.7619	-1.4593	0	0	0	0	-0.363972	0.0392599	1.89865	0.196069	2.09472	1.77649	0.565597	0.748101
5050	-956.4239	-933.872	-22.55198	0.863393	0.976484	0.707662	3.97371	1.25475	1.4217	5.66423	5.84581	5.56118	7.6398	1	1.13098	0.819629	2.06859	0.653184	0.740098	0.863393	0.976484	0.707662	0	0	0	0	0.219135	-0.260926	0	0	0	0	0	-0.385987	0.5142551	1.296062	0.8633928	1.920968	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1.51601	0	0	0.321992	-0.198903	0	0	1.92097	0.514255	2.435223	2.06859	0.653184	0.740098
5060	-955.8935	-933.4502	-22.44328	1.0692	3.17401	1.26681	4.10759	1.38672	1.40835	7.41536	7.43699	4.71612	9.78423	0.831442	2.46821	0.985114	2.05191	0.692724	0.703528	1.0692	3.17401	1.26681	0	0	0	0	0	0	0	0	0.547603	0	0.32358	-0.43961	1.358388	1.282304	1.285956	2.001837	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0.752459	0.703901	0	0	0	2.00184	1.35839	3.360225	2.05191	0.692724	0.703528
5070	-962.9656	-934.1753	-28.79033	1.4065	2.08231	1.73759	4.41807	1.09991	1.19434	6.05254	5.98552	2.63961	7.32122	1.06128	1.57122	1.31111	2.45845	0.612046	0.664592	1.4065	2.08231	1.73759	0	0	0	0	0	1.04473	-0.378167	0	-1.53389	0.242991	0.216306	-0.516395	0.2879133	1.577037	1.325283	1.797097	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	0.852131	-0.0759091	0.14354	0.703423	0.0393912	0	0	1.7971	0.287913	2.085011	2.45845	0.612046	0.664592
5080	-960.2836	-935.3682	-24.91538	0.991181	1.40679	1.17576	4.31941	1.06676	1.27706	6.96369	7.17399	3.97291	9.05488	1.06271	1.50831	1.26061	2.39253	0.59088	0.707365	0.991181	1.40679	1.17576	0	0	0	0	0	0	0	-0.86541	-1.53787	0.242991	-0.0898589	-0.447156	1.127451	1.588504	0.9326943	1.805376	0	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	-0.0321671	0	0	0	0.703404	0	0	0	1.80538	1.12745	2.932827	2.39253	0.59088	0.707365
5090	-956.5037	-934.4325	-22.07112	1.17408	2.37335	1.17408	4.59532	1.20875	1.39698	6.3579	6.72083	3.35613	8.20399	1	2.02146	1	2.32114	0.610553	0.705626	1.17408	2.37335	1.17408	0	0	0	0	-1.05768	0	0	0	0	0	0	-0.447156	0.4731606	1.655438	1.174077	1.979766	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0.555265	-0.29146	0	0.703821	0	0	0	1.97977	0.473161	2.452926	2.32114	0.610553	0.705626
5100	-952.8653	-933.2487	-19.61667	0.908425	1.83697	0.908425	3.41473	1.27369	1.41735	5.39171	5.53537	3.39432	7.1607	1	2.02215	1	1.86234	0.694647	0.772997	0.908425	1.83697	0.908425	0	0	0	0	0	0	0	-0.339961	0	0	0	-0.33021	0.4973004	1.242888	0.9084248	1.833573	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	-0.127603	0.704163	0	0	0	1.83357	0.4973	2.330874	1.86234	0.694647	0.772997
5110	-956.7654	-934.1552	-22.61022	0.79154	0.79154	0.79154	3.52255	1.21911	1.34077	5.77427	5.89592	3.59248	7.63133	1	1	1	2.18922	0.757663	0.833269	0.79154	0.79154	0.79154	0	0	0	0	0	0	-0.250798	-0.0286076	0	0	0.118425	-0.437282	0.7301596	1.490689	0.7915402	1.792331	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0	0	-0.473125	-0.214863	0	0	0	0.161815	1.79233	0.73016	2.522491	2.18922	0.757663	0.833269
5120	-958.8472	-935.4105	-23.43668	1.228	1.228	1.228	3.96541	1.357	1.80105	6.41894	6.87469	3.49053	8.18551	1	1	1	1.74741	0.597979	0.793656	1.228	1.228	1.228	0	0	0	0	0	-0.0308488	0	-0.345766	0	0	0	-0.296384	0.4939793	1.986867	1.228003	2.132054	0	1	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1.2314	0	-0.473126	0	0	0	-0.187171	0	2.13205	0.493979	2.626033	1.74741	0.597979	0.793656
5130	-960.3981	-934.0798	-26.31833	0.45788	1.31285	0.728945	3.07217	1.0182	1.14198	5.37757	5.48514	4.70988	7.57543	0.602835	1.72847	0.959712	1.94948	0.646111	0.72466	0.45788	1.31285	0.728945	0	0	0	0	0.839187	-0.595257	0	0.39451	1.5014	0	0	-0.354495	1.11634	1.610896	0.7595456	1.528666	1	1	0	1	1	0	0	1	0	1	1	1	0	0	0	1	0	-0.250465	-0.473125	-0.037964	0	0	0	-0.0456359	1.52867	1.11634	2.645006	1.94948	0.646111	0.72466
